idx,sci_name,com_name,species_code,class_name,common_name_ru,common_name_de,common_name_es,common_name_cs,common_name_fr,common_name_nl,common_name_pl,common_name_ja,common_name_pt,common_name_ca,common_name_zh-CN,common_name_bg,common_name_no,common_name_sv,common_name_da,common_name_sk,common_name_uk,common_name_tr,common_name_fi,common_name_sr,common_name_es_ES,common_name_es_MX,common_name_pt_PT,common_name_hr,common_name_es_EC,common_name_lt,common_name_fa,common_name_zh,common_name_cy
13768,Seiurus aurocapilla,Ovenbird,ovenbi1,aves,Дроздовый певун,Pieperwaldsänger,Reinita Hornera,lesňáček zlatohlavý,Paruline couronnée,Ovenvogel,lasówka złotogłowa,カマドムシクイ,mariquita-de-coroa-ruiva,bosquerola reietó,橙顶灶莺,Златоглаво коприварче,ovnparula,brandkronad skogssångare,Brillevanddrossel,horárik žltohlavý,Смугастоволець оливковий,Fırıncı Ötleğen,tulipääkerttuli,Severnoamerička pećarka,Reinita hornera,Chipe Suelero,Mariquita-de-coroa-ruiva,zlatnokruna sjeničica,Reinita Hornera,Geltongalvis sėjūras,مرغ تنورساز,橙頂灶鶇,Aderyn ffwrn
13769,Selasphorus ardens,Glow-throated Hummingbird,glthum1,aves,Пламенный колибри,Feuerkehlelfe,Colibrí Ardiente,kalypta rudohrdlá,Colibri ardent,Gloeikeelkolibrie,rudaczek panamski,パナマノドジロフトオハチドリ,glow-throated hummingbird,colibrí ardent,辉喉煌蜂鸟,Панамско колибри,glokolibri,glödhakad kolibri,Glødstrubet Dværgkolibri,čmeľovec žiarivý,Колібрі-крихітка вогнистогорлий,Kor Gerdanlı Kolibri,liekkikurkkukolibri,Sjajnogrli kolibri,Colibrí ardiente,Colibrí Ardiente,Glow-throated hummingbird,azuerski kolibrić,Colibrí Ardiente,Ugninis selasforas,Glow-throated Hummingbird,辉喉煌蜂鸟,Sïedn gyddfloyw
13770,Selasphorus calliope,Calliope Hummingbird,calhum,aves,Каллиопа-звёздочка,Sternelfe,Colibrí Calíope,kalypta Kalliopina,Colibri calliope,Calliopekolibrie,rudaczek liliobrody,ヒメハチドリ,calliope hummingbird,colibrí cal·líope,星蜂鸟,Пурпурогушо колибри,kalliopekolibri,kalliopekolibri,Calliopekolibri,čmeľovec čiarkavohrdlý,Каліопа,Kalliope Kolibrisi,runokolibri,Kaliope kolibri,Colibrí calíope,Zumbador Garganta Rayada,Calliope hummingbird,prugastobradi kolibrić,Colibrí Calíope,Kaliopė,Calliope Hummingbird,星蜂鸟,Sïedn gyddfresog
13771,Selasphorus ellioti,Wine-throated Hummingbird,withum1,aves,Винногорлый эльф,Elliotelfe,Colibrí de Elliot,kalypta vínohrdlá,Colibri d'Elliot,Elliotkolibrie,trzmielak mniejszy,グアテマラコアカヒゲハチドリ,wine-throated hummingbird,colibrí d'Elliot,瑰喉蜂鸟,Виненогушо колибри,vinstrupekolibri,vinstrupekolibri,Guatemala Bikolibri,čmeľovec vínovohrdlý,Колібрі-ельф гватемальський,Şarabi Arı Kolibrisi,pikkukolibri,Južni kolibri bumbar,Colibrí de Elliot,Zumbador Guatemalteco,Wine-throated hummingbird,cimetastoboki kolibrić,Colibrí de Elliot,Raudongurklis elfinis kolibris,Wine-throated Hummingbird,瑰喉蜂鸟,Wine-throated Hummingbird
13772,Selasphorus flammula,Volcano Hummingbird,volhum1,aves,Вулкановый колибри,Vulkanelfe,Colibrí Volcanero,kalypta vulkánová,Colibri flammule,Vulkaankolibrie,rudaczek kryzowany,バラエリフトオハチドリ,volcano hummingbird,colibrí dels volcans,粉喉煌蜂鸟,Вулканско колибри,vulkankolibri,vulkankolibri,Vulkan Dværgkolibri,čmeľovec vulkánový,Колібрі-крихітка пурпуровогорлий,Yanardağ Kolibrisi,ruusukurkkukolibri,Vulkanski kolibri,Colibrí volcanero,Colibrí Volcanero,Volcano hummingbird,vulkanski kolibrić,Colibrí Volcanero,Vulkaninis selasforas,Volcano Hummingbird,粉喉煌蜂鸟,Sïedn llosgfynydd
13773,Selasphorus heloisa,Bumblebee Hummingbird,bumhum,aves,Колибри-эльф,Rosenkehlelfe,Colibrí de Eloísa,kalypta čmeláková,Colibri héloïse,Hommelkolibrie,trzmielak większy,コアカヒゲハチドリ,bumblebee hummingbird,colibrí d'Heloïsa,大瑰喉蜂鸟,Пчелно колибри,humlekolibri,humlekolibri,Mexicansk Bikolibri,čmeľovec elf,Колібрі-ельф мексиканський,Meksika Arı Kolibrisi,meksikonpikkukolibri,Severni kolibri bumbar,Colibrí de Eloísa,Zumbador Mexicano,Bumblebee hummingbird,narančastoboki kolibrić,Colibrí de Eloísa,Paprastasis elfinis kolibris,Bumblebee Hummingbird,大瑰喉蜂鸟,Bumblebee Hummingbird
13774,Selasphorus platycercus,Broad-tailed Hummingbird,brthum,aves,Широкохвостый колибри,Breitschwanzelfe,Colibrí Coliancho,kalypta širokoocasá,Colibri à queue large,Breedstaartkolibrie,rudaczek szerokosterny,フトオハチドリ,broad-tailed hummingbird,colibrí cuaample,宽尾煌蜂鸟,Широкоопашато колибри,bredstjertkolibri,bredstjärtad kolibri,Bredhalet Dværgkolibri,čmeľovec širokochvostý,Колібрі-крихітка широкохвостий,Geniş Kuyruklu Kolibri,vinkukolibri,Širokorepi kolibri,Colibrí coliancho,Zumbador Cola Ancha,Broad-tailed hummingbird,širokorepi kolibrić,Colibrí Coliancho,Plačiauodegis selasforas,Broad-tailed Hummingbird,宽尾煌蜂鸟,Sïedn cynffonlydan
13775,Selasphorus rufus,Rufous Hummingbird,rufhum,aves,Рыжий колибри,Rotrücken-Zimtelfe,Colibrí Rufo,kalypta rezavolesklá,Colibri roux,Rosse kolibrie,rudaczek północny,アカフトオハチドリ,rufous hummingbird,colibrí rogenc,棕煌蜂鸟,Ръждиво колибри,rødkolibri,rostkolibri,Rød Dværgkolibri,čmeľovec škoricový,Колібрі-крихітка вогнистий,Kızıl Sırtlı Kolibri,kettukolibri,Riđi kolibri,Colibrí rufo,Zumbador Canelo,Rufous hummingbird,riđi kolibrić,Colibrí Rufo,Rausvasis selasforas,مگسمرغ حنایی,棕煌蜂鳥,Sïedn coch
13776,Selasphorus sasin,Allen's Hummingbird,allhum,aves,Алленов колибри,Grünrücken-Zimtelfe,Colibrí de Allen,kalypta Allenova,Colibri d'Allen,Allenkolibrie,rudaczek kalifornijski,アレンハチドリ,allen's hummingbird,colibrí d'Allen,艾氏煌蜂鸟,Калифорнийско колибри,chaparralkolibri,kalifornienkolibri,Allen´ Dværgkolibri,čmeľovec sasin,Колібрі-крихітка каліфорнійський,Allen Kolibrisi,keinukolibri,Alenov kolibri,Colibrí de Allen,Zumbador de Allen,Allen's hummingbird,kalifornijski kolibrić,Colibrí de Allen,Aleno selasforas,Allen's Hummingbird,艾氏煌蜂鸟,Sïedn Allen
13777,Selasphorus scintilla,Scintillant Hummingbird,scihum1,aves,Искристый колибри,Orangekehlelfe,Colibrí Centelleante,kalypta jiskřivá,Colibri scintillant,Fonkelkolibrie,rudaczek malutki,コスタリカノドジロフトオハチドリ,scintillant hummingbird,colibrí llampant,辉煌蜂鸟,Искрящо колибри,gnistkolibri,glitterkolibri,Gnist Dværgkolibri,čmeľovec iskrička,Колібрі-крихітка іскристий,Kıvılcımlı Kolibri,kipinäkolibri,Iskričasti kolibri,Colibrí centelleante,Colibrí Centelleante,Scintillant hummingbird,svjetlucavi kolibrić,Colibrí Centelleante,Žvilgusis selasforas,Scintillant Hummingbird,辉煌蜂鸟,Sïedn pefriol
13778,Selatosomus semimetallicus,Metallic Click Beetle,456439,insecta,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle,Metallic Click Beetle
13779,Selenidera gouldii,Gould's Toucanet,goutou1,aves,Гульдов туканчик,Gouldarassari,Tucanete de Gould,arassari kvákavý,Toucanet de Gould,Gouldpepervreter,tukanik brazylijski,クロフイリコチュウハシ,saripoca-de-gould,tucanet de Gould,高氏小巨嘴鸟,Бразилски малък тукан,selenetukan,amazontukanett,Lysnæbbet Tukanet,tukaník kvákavý,Тукан бразильський,Gould Tukaneti,klovnitukaani,Guldov tukanet,Tucanete de Gould,Tucanete de Gould,Saripoca-de-gould,gouldov tukan,Tucanete de Gould,Guldo selenidera,توکانچه گولد,Gould's Toucanet,Twcaned Gould
13780,Selenidera maculirostris,Spot-billed Toucanet,spbtou1,aves,Пятнистоклювый туканчик,Fleckenarassari,Tucanete Piquimaculado,arassari skvrnozobý,Toucanet à bec tacheté,Vleksnavelpepervreter,tukanik plamodzioby,フイリコチュウハシ,araçari-poca,tucanet bectacat,点嘴小巨嘴鸟,Пъстроклюн малък тукан,flekknebbtukan,fläcknäbbad tukanett,Pletnæbbet Tukanet,tukaník škvrnitozobý,Тукан смугастодзьобий,Benekli Gagalı Tukanet,täplänokkatukaani,Pegavokljuni tukanet,Tucanete piquimaculado,Tucanete Piquimaculado,Araçari-poca,pjegavokljuni tukan,Arasarí Chico,Dėmėtasnapė selenidera,توکانچه نوکخالخالی,點嘴小巨嘴鳥,Twcaned smotbig
13781,Selenidera nattereri,Tawny-tufted Toucanet,tattou1,aves,Рыжеухий туканчик,Nattererarassari,Tucanete de Natterer,arassari žlutolící,Toucanet de Natterer,Nattererpepervreter,tukanik żółtolicy,サンショクコチュウハシ,saripoca-de-bico-castanho,tucanet de Natterer,茶须小巨嘴鸟,Червеноклюн малък тукан,palettukan,imeritukanett,Gulflanket Tukanet,tukaník žltolíci,Тукан колумбійський,Natterer Tukaneti,marmorinokkatukaani,Zeleni žutouhi tukanet,Tucanete de Natterer,Tucanete de Natterer,Saripoca-de-bico-castanho,riječni tukan,Tucancito Pico Rojo,Natererio selenidera,توکانچه کاکلقهوهای,Tawny-tufted Toucanet,Twcaned pigfannog
13782,Selenidera piperivora,Guianan Toucanet,guitou1,aves,Гвианский туканчик,Pfefferarassari,Tucanete Culik,arassari zlatouchý,Toucanet koulik,Guyanapepervreter,tukanik gujański,ニショクコチュウハシ,araçari-negro,tucanet pebrer,圭亚那小巨嘴鸟,Гвиански малък тукан,guyanatukan,guyanatukanett,Guyanatukanet,tukaník koulik,Тукан гвіанський,Guyana Tukaneti,surutukaani,Gvajanski tukanet,Tucanete culik,Tucanete Culik,Araçari-preto,gvajanski tukan,Tucancito Pico Negro,Gvianinė selenidera,توکانچه گینهای,圭亚那小巨嘴鸟,Guianan Toucanet
13783,Selenidera reinwardtii,Golden-collared Toucanet,goctou1,aves,Золотошейний туканчик,Reinwardtarassari,Tucanete de Reinwardt,arassari límcový,Toucanet de Reinwardt,Reinwardtpepervreter,tukanik czarnopierśny,アカハシコチュウハシ,saripoca-de-coleira,tucanet de Reinwardt,金领小巨嘴鸟,Черногръд малък тукан,rødnebbtukan,prakttukanett,Pragttukanet,tukaník divnooký,Тукан перуанський,Reinwardt Tukaneti,tiilinokkatukaani,Zlatnovrati tukanet,Tucanete de Reinwardt,Tucanete de Reinwardt,Saripoca-de-coleira,žutobrki tukan,Tucancillo Collaridorado,Auksakaklė selenidera,توکانچه طوقطلایی,Golden-collared Toucanet,Twcaned gwarfelyn
13784,Selenidera spectabilis,Yellow-eared Toucanet,yeetou1,aves,Желтоухий туканчик,Gelbohrarassari,Tucanete Orejigualdo,arassari žlutouchý,Toucanet à oreilles d'or,Geeloorpepervreter,tukanik złotouchy,アオハシコチュウハシ,yellow-eared toucanet,tucanet d'orelles grogues,黄耳小巨嘴鸟,Жълтоух малък тукан,brilletukan,gulörad tukanett,Guløret Tukanet,tukaník žltosluchý,Тукан панамський,Sarı Kulaklı Tukanet,keltakorvatukaani,Ljubičasti žutouhi tukanet,Tucanete orejigualdo,Tucanete Orejigualdo,Yellow-eared toucanet,crnoprsi tukan,Tucancillo Orejiamarillo,Geltonausė selenidera,توکانچه گوشزرد,Yellow-eared Toucanet,Twcaned clustfelyn
13785,Seleucidis melanoleucus,Twelve-wired Bird-of-paradise,twwbop1,aves,Нитчатая райская птица,Fadenparadiesvogel,Ave del Paraíso Filamentosa,rajka dvanáctiperá,Paradisier multifil,Twaalfdradige paradijshop,czarownik,ジュウニセンフウチョウ,twelve-wired bird-of-paradise,ocell del paradís cua de filferro,十二线极乐鸟,Дванадесетнишкова райска птица,tolvtrådparadisfugl,tolvtrådig paradisfågel,Tolvtrådet Paradisfugl,rajka vlasatá,Чароптах,Oniki Telli Cennetkuşu,jouhiparatiisilintu,Žicorepa rajska ptica,Ave del paraíso filamentosa,Ave del Paraíso Filamentosa,Twelve-wired bird-of-paradise,žutoboka rajska ptica,Ave del Paraíso Filamentosa,Dvylikaplunksnis rojaus paukštis,مرغ بهشت دوازدهپرهای,Twelve-wired Bird-of-paradise,Aderyn paradwys 12-gwifren
13786,Semia watanabei,Semia watanabei,740697,insecta,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,ワタナベヒグラシ,Semia watanabei,Semia watanabei,渡边氏半瓣蝉,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,Semia watanabei,渡邊幽蟬,Semia watanabei
13787,Semioptera wallacii,Standardwing,walsta2,aves,Вымпеловая райская птица,Bänderparadiesvogel,Ave del Paraíso de Wallace,rajka vlajková,Paradisier de Wallace,Wallaceparadijsvogel,flagowiec,シロハタフウチョウ,standardwing bird-of-paradise,ocell del paradís de Wallace,幡羽极乐鸟,Вимпелокрила райска птица,bannerparadisfugl,vimpelvingad paradisfågel,Vimpelparadisfugl,rajka molucká,Вимпельник,Wallace Cennetkuşu,molukkienparatiisilintu,Volesova rajska ptica,Ave del paraíso de Wallace,Ave del Paraíso de Wallace,Standardwing bird-of-paradise,zelenoprsa rajska ptica,Ave del Paraíso de Wallace,Valacio rojaus paukštis,بالپرچمی,Standardwing,Aderyn paradwys Wallace
13788,Semnodactylus wealii,Weale's Running Frog,23528,amphibia,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,kasina pruhovaná,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,ギンスジアルキガエル,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,бягаща жаба на Уил,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,Weale's Running Frog,威氏蛙,Weale's Running Frog
13789,Semnopithecus entellus,Bengal Sacred Langur,1071032,mammalia,Гульман,Bengalische Hanumanlangur,Langur común,hulman posvátný,Semnopithèque entelle,Voor-Indische hoelman,hulman czczony,ハヌマンラングール,Bengal Sacred Langur,langur gris comú,印度灰叶猴,ханумански лангур,Hulmanlangur,Bengal Sacred Langur,Hulmanabe,Bengal Sacred Langur,Bengal Sacred Langur,Kutsal langur,hanumaani,Bengal Sacred Langur,Bengal Sacred Langur,Bengal Sacred Langur,Bengal Sacred Langur,Bengal Sacred Langur,Bengal Sacred Langur,Šiaurinis pilkasis langūras,دمبلند خاکستری دشتهای شمالی,長尾葉猴,Bengal Sacred Langur
13790,Semnopithecus hector,Terai Sacred Langur,54869,mammalia,Terai Sacred Langur,Himalayahanuman,Langur Gris de Terai,hulman posvátný tarajský,Langur de Terai,Terai Sacred Langur,hulman północnoindyjski,ハイイロラングール,Terai Sacred Langur,langur gris del Terai,赫克托尔灰叶猴,тарайски лангур,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,Terai Sacred Langur,德赖灰叶猴,Terai Sacred Langur
13791,Semnopithecus hypoleucos,Malabar Sacred Langur,1071035,mammalia,Малабарский гульман,Schwarzfüßiger Hanumanlangur,langur gris de pies negros,Malabar Sacred Langur,Entelle aux pieds noirs,Zwartvoethoelman,hulman czarnołapy,クロアシラングール,Malabar Sacred Langur,langur gris de peus negres,黑足灰叶猴,чернокрак лангур,Malabarlangur,Malabar Sacred Langur,Malabar Sacred Langur,Malabar Sacred Langur,Malabar Sacred Langur,Malabar Sacred Langur,Malabar Sacred Langur,Malabar Sacred Langur,Malabar Sacred Langur,Malabar Sacred Langur,Malabar Sacred Langur,Malabar Sacred Langur,Malabar Sacred Langur,Tamsiapėdis pilkasis langūras,دمبلند خاکستری پاسیاه,黑足灰叶猴,Malabar Sacred Langur
13792,Semnopithecus johnii,Nilgiri Langur,963196,mammalia,Капюшонный гульман,Nilgirilangur,Langur De Nilgiri,hulman nilgirský,Semnopithèque du Nilgiri,Nilgirilangoer,lutung nilgirijski,ニルギリラングール,Nilgiri Langur,langur dels Nilgiri,尼尔吉里长尾叶猴,Nilgiri Langur,Nilgirilangur,Nilgiri Langur,Nilgiri Langur,Nilgiri Langur,Nilgiri Langur,Nilgiri Langur,nilgirinlanguri,Nilgiri Langur,Nilgiri Langur,Nilgiri Langur,Nilgiri Langur,Nilgiri Langur,Nilgiri Langur,Nilgiri Langur,دمبلند نیلگیری,Nilgiri Langur,Nilgiri Langur
13793,Semnopithecus priam,Tufted Gray Langur,1071036,mammalia,Tufted Gray Langur,Südlicher Hanumanlangur,langur gris moñudo,Tufted Gray Langur,Langur gris,Ceylonhoelman,hulman czubaty,カンムリラングール,Tufted Gray Langur,Langur Gris Meridional,缨冠灰叶猴,качулат сив лангур,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,Tufted Gray Langur,纓冠灰葉猴,Tufted Gray Langur
13794,Semnopithecus schistaceus,Nepal Sacred Langur,1070741,mammalia,Непальский лангур,Nepalesischer Hanumanlangur,langur gris de Nepal,hulman posvátný tarajský,Semnopithèque ardoisé,Berghoelman,hulman nepalski,ネパールラングール,Langur-cinzento-do-Nepal,langur gris del Nepal,喜山长尾叶猴,непалски лангур,Nepal Sacred Langur,Nepal Sacred Langur,Nepalesisk grå langur,Nepal Sacred Langur,Nepal Sacred Langur,Nepal Sacred Langur,Nepal Sacred Langur,Nepal Sacred Langur,Nepal Sacred Langur,Nepal Sacred Langur,Nepal Sacred Langur,Nepal Sacred Langur,Nepal Sacred Langur,Nepal Sacred Langur,Nepal Sacred Langur,喜山長尾葉猴,Nepal Sacred Langur
13795,Semnopithecus vetulus,Purple-faced Langur,1369308,mammalia,Краснолицый гульман,Weißbartlangur,Langur De Cara Roja,hulman rudolící,Semnopithèque blanchâtre,Witbaardlangoer,lutung białobrody,カオムラサキラングール,Purple-faced Langur,Langur de Cara Porprada,紫脸乌叶猴,Purple-faced Langur,Hvitskjegglangur,Trachypithecus vetulus,Purple-faced Langur,Purple-faced Langur,Purple-faced Langur,Purple-faced Langur,purppuranaamalanguri,Purple-faced Langur,Purple-faced Langur,Purple-faced Langur,Purple-faced Langur,Purple-faced Langur,Purple-faced Langur,Purple-faced Langur,Purple-faced Langur,紫臉葉猴,Purple-faced Langur
